id,name,rating,userRatingCount,websiteUri,formattedAddress,latitude,longitude
"ChIJWxd9AgBJW4YRmdHAPEgJuRM","QuikTrip","3.8","19","https://locations.quiktrip.com/tx/austin/7930-w.-us-290-hwy?utm_source=gmb&utm_medium=yext&y_source=1_MjAyMzcyOTkyOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","7930 US-290, Austin, TX 78736, USA","30.2302553","-97.88917269999999"
"ChIJjVAXTHhJW4YRLjkUZ3afe1M","Domino's Pizza","3.6","265","https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps","7626 State Hwy 71 Ste 101 Ste 101, Austin, TX 78735, USA","30.242037900000003","-97.8813016"
"ChIJcTw5gp5JW4YRaI9blFgKHiE","Shell","2.8","26","https://find.shell.com/us/fuel/10003530-8314-hwy-71-w/en_US","8314 State Hwy 71, Austin, TX 78735, USA","30.24754","-97.888607"
"ChIJNxnBrAxJW4YR9Cngj2LL4gc","El Pollo Rico Express #6","4","48","https://www.pollosricos.com/","9341 State Hwy 71, Austin, TX 78735, USA","30.259665399999996","-97.90785559999999"
"ChIJlSCnfNdJW4YRem4LNZY9-cg","Sunrise at Shore","4.2","79","https://www.sunriseatshore.com/","8665 State Hwy 71 #102, Austin, TX 78735, USA","30.249717399999998","-97.89507139999999"
"ChIJPSVXtHlJW4YRrNC3scD6FwE","Circle K","3.7","15","https://www.circlek.com/store-locator/US/austin/7622-w-hwy-71/2741311?utm_source=google&utm_medium=local&utm_campaign=google-local","7622 State Hwy 71, Austin, TX 78735, USA","30.2416998","-97.88111719999999"
"ChIJ_SUZCQBJW4YRAYcJQDbkR6s","Mariachis Tacos LLC","4.7","13","","9125 State Hwy 71, Austin, TX 78735, USA","30.257572800000002","-97.9065796"
"ChIJL1aO2dZLW4YRKsx-SrrIrcw","CARVE American Grille - Barton Creek","4.5","1660","https://www.carveamericangrille.com/","7415 Southwest Pkwy, Austin, TX 78735, USA","30.256397099999994","-97.8704169"
"ChIJ1xrB7K9LW4YRI_5jpei7JoE","Moviehouse & Eatery by Cinépolis SW Austin","4.3","1725","https://www.cinepolisusa.com/swaustin/home?preferred=true","7415 Southwest Pkwy building 7, Austin, TX 78735, USA","30.255296200000004","-97.8691223"
"ChIJw-zgPmdLW4YRacbROoEugl8","Ling Wu at Lantana Place","4.4","562","http://www.lingwulantana.com/","7415 Southwest Pkwy, Austin, TX 78735, USA","30.255926400000003","-97.868608"
"ChIJt-36HV5LW4YRlEOJDGbkvj8","La Popular Austin","4","697","https://www.lapopularcdmx.com/locations/austin","7415 Southwest Pkwy building 5 suite 100, Austin, TX 78735, USA","30.2552402","-97.86737000000001"
"ChIJkwXrRd1LW4YRneGf_D1rBek","Black Rock Coffee Bar","4.1","264","https://br.coffee/","7415 Southwest Pkwy, Austin, TX 78735, USA","30.254356699999995","-97.86656350000001"
"ChIJ-2oIVIBLW4YR2vCeZZAZOAI","Tancho Sushi","4.5","225","https://www.tancho.com/","7415 Southwest Pkwy building 4 suite 300, Austin, TX 78735, USA","30.255486800000003","-97.8677013"
"ChIJh5vfNi5LW4YRrF6014yuXGY","La Traviata","4.5","157","https://latraviataaustin.toast.site/","7415 Southwest Pkwy Bldg. 4, Ste. 100, Austin, TX 78735, USA","30.255660499999998","-97.868109"
"ChIJMYTNuM5LW4YRNZEcRyBqXIQ","PhoWok","4.9","611","https://phowokaustin.com/","6705 US-290 Suite 606, Austin, TX 78735, USA","30.233297399999998","-97.86598719999999"
"ChIJH5Enqda0RIYR7UBMfuWeCvE","Matt's El Rancho","4.4","7422","http://www.mattselrancho.com/","2613 S Lamar Blvd, Austin, TX 78704, USA","30.245117999999998","-97.779281"
"ChIJX3T6djJLW4YRNcq1nEyoaWE","In-N-Out Burger","4.4","4648","https://locations.in-n-out.com/306","3701 S Lamar Blvd, Austin, TX 78704, USA","30.2386524","-97.7886011"
"ChIJgZcEfOdKW4YRhqiyMuVbZQM","The Cheesecake Factory","4.2","3274","https://locations.thecheesecakefactory.com/tx/austin-188.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places","2901 S Capital of Texas Hwy Space #G02B, Austin, TX 78746, USA","30.257325299999994","-97.8080184"
"ChIJhePlyzFLW4YRGtIGoyGp9vM","Olive Garden Italian Restaurant","4.2","3782","https://www.olivegarden.com/locations/tx/austin/austin-south-lamar-blvd/1046?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:austin-tx-1046_pl:locurl_rd:1024","3940 S Lamar Blvd, Austin, TX 78704, USA","30.237129999999997","-97.792259"
"ChIJ1c9DbdS0RIYR9Bck-LDlw3s","Kerbey Lane Cafe - South","4.3","3435","http://kerbeylanecafe.com/","3003 S Lamar Blvd, Austin, TX 78704, USA","30.242341300000003","-97.7833464"
"ChIJJcK9dNRLW4YR03isF4ciDwU","Easy Tiger South Lamar","4.2","1127","https://www.easytigerusa.com/pages/south-lamar","3508 S Lamar Blvd #300, Austin, TX 78704, USA","30.240159300000002","-97.78849489999999"
"ChIJS4cViTFLW4YR4phtkQ1pot8","Pluckers Wing Bar","4.2","3760","https://www.pluckers.com/location/south-lamar","3909 S Lamar Blvd, Austin, TX 78704, USA","30.236732","-97.790864"
"ChIJ7cwVMwC1RIYRW8wW9QgsWh4","Hattie B's Hot Chicken - Austin - South Lamar","4.3","586","http://hattieb.com/","2529 S Lamar Blvd, Austin, TX 78704, USA","30.2457662","-97.7781976"
"ChIJ0-fbEx-1RIYRDC-yUevuPhs","Alamo Drafthouse Cinema South Lamar","4.5","5636","https://drafthouse.com/austin/theater/south-lamar","1120 S Lamar Blvd, Austin, TX 78704, USA","30.256066599999997","-97.7633276"
"ChIJH3w8zB61RIYRhKc2dFxr5bs","Loro Asian Smokehouse & Bar","4.5","5494","https://www.loroeats.com/locations/austin/south-lamar/","2115 S Lamar Blvd, Austin, TX 78704, USA","30.2477396","-97.7713502"
"ChIJu96UVvy0RIYRCPxWa4TSr6o","Home Slice Pizza","4.7","10742","https://homeslicepizza.com/location/south-congress/","1415 S Congress Ave, Austin, TX 78704, USA","30.249228600000002","-97.7495328"
